Id,Code,Color,EUNIS1,EUNIS2,EUNIS3,EUNIS1_name,EUNIS2_name,EUNIS3_name,hexcolor,Label
146,5507,"(144, 228, 17)",R,R5,R57,"Grasslands and lands dominated by forbs, mosses or lichens",Woodland fringes and clearings and tall forb stands,Herbaceous forest clearing vegetation,#90e411,R57 - Herbaceous forest clearing vegetation
147,5600,"(108, 227, 20)",R,R6,,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,,#6ce314,R6 - Inland salt steppes
148,5601,"(108, 227, 20)",R,R6,R61,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,Mediterranean inland salt steppe,#6ce314,R61 - Mediterranean inland salt steppe
149,5602,"(108, 227, 20)",R,R6,R62,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,Continental inland salt steppe,#6ce314,R62 - Continental inland salt steppe
150,5603,"(108, 227, 20)",R,R6,R63,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,Temperate inland salt marsh,#6ce314,R63 - Temperate inland salt marsh
151,5604,"(108, 227, 20)",R,R6,R64,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,Semi-desert salt pan,#6ce314,R64 - Semi-desert salt pan
152,5605,"(108, 227, 20)",R,R6,R65,"Grasslands and lands dominated by forbs, mosses or lichens",Inland salt steppes,Continental subsaline alluvial pasture and meadow,#6ce314,R65 - Continental subsaline alluvial pasture and meadow
153,5700,"(38, 211, 46)",R,R7,,"Grasslands and lands dominated by forbs, mosses or lichens",Sparsely wooded grasslands,,#26d32e,R7 - Sparsely wooded grasslands
154,5703,"(38, 211, 46)",R,R7,R73,"Grasslands and lands dominated by forbs, mosses or lichens",Sparsely wooded grasslands,Mediterranean wooded pasture and meadow,#26d32e,R73 - Mediterranean wooded pasture and meadow
155,6000,"(54, 0, 0)",S,,,"Heathlands, scrub and tundra",,,#360000,"S - Heathlands, scrub and tundra"
156,6100,"(54, 0, 0)",S,S1,,"Heathlands, scrub and tundra",Tundra,,#360000,S1 - Tundra
157,6101,"(54, 0, 0)",S,S1,S11,"Heathlands, scrub and tundra",Tundra,Shrub tundra,#360000,S11 - Shrub tundra
158,6102,"(54, 0, 0)",S,S1,S12,"Heathlands, scrub and tundra",Tundra,Moss and lichen tundra,#360000,S12 - Moss and lichen tundra
159,6200,"(97, 5, 5)",S,S2,,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",,#610505,"S2 - Arctic, alpine and subalpine scrub"
160,6201,"(97, 5, 5)",S,S2,S21,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Subarctic and alpine dwarf Salix scrub,#610505,S21 - Subarctic and alpine dwarf Salix scrub
161,6202,"(97, 5, 5)",S,S2,S22,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Alpine and subalpine ericoid heath,#610505,S22 - Alpine and subalpine ericoid heath
162,6203,"(97, 5, 5)",S,S2,S23,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Alpine and subalpine Juniperus scrub,#610505,S23 - Alpine and subalpine Juniperus scrub
163,6204,"(97, 5, 5)",S,S2,S24,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Subalpine genistoid scrub of the Amphi-Adriatic region,#610505,S24 - Subalpine genistoid scrub of the Amphi-Adriatic region
164,6205,"(97, 5, 5)",S,S2,S25,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Subalpine and subarctic deciduous scrub,#610505,S25 - Subalpine and subarctic deciduous scrub
165,6206,"(97, 5, 5)",S,S2,S26,"Heathlands, scrub and tundra","Arctic, alpine and subalpine scrub",Subalpine Pinus mugo scrub,#610505,S26 - Subalpine Pinus mugo scrub
166,6300,"(139, 9, 9)",S,S3,,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,,#8b0909,S3 - Temperate and Mediterranean-montane scrub
167,6301,"(139, 9, 9)",S,S3,S31,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Lowland to montane temperate and submediterranean Juniperus scrub,#8b0909,S31 - Lowland to montane temperate and submediterranean Juniperus scrub
168,6302,"(139, 9, 9)",S,S3,S32,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Temperate Rubus scrub,#8b0909,S32 - Temperate Rubus scrub
169,6303,"(139, 9, 9)",S,S3,S33,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Lowland to montane temperate and submediterranean genistoid scrub,#8b0909,S33 - Lowland to montane temperate and submediterranean genistoid scrub
170,6304,"(139, 9, 9)",S,S3,S34,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Balkan-Anatolian submontane genistoid scrub,#8b0909,S34 - Balkan-Anatolian submontane genistoid scrub
171,6305,"(139, 9, 9)",S,S3,S35,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Temperate and submediterranean thorn scrub ,#8b0909,S35 - Temperate and submediterranean thorn scrub 
172,6306,"(139, 9, 9)",S,S3,S36,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Low steppic scrub,#8b0909,S36 - Low steppic scrub
173,6307,"(139, 9, 9)",S,S3,S37,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Corylus avellana scrub,#8b0909,S37 - Corylus avellana scrub
174,6308,"(139, 9, 9)",S,S3,S38,"Heathlands, scrub and tundra",Temperate and Mediterranean-montane scrub,Temperate forest clearing scrub,#8b0909,S38 - Temperate forest clearing scrub
175,6400,"(174, 20, 11)",S,S4,,"Heathlands, scrub and tundra",Temperate heathland,,#ae140b,S4 - Temperate heathland
176,6401,"(174, 20, 11)",S,S4,S41,"Heathlands, scrub and tundra",Temperate heathland,Wet heath,#ae140b,S41 - Wet heath
177,6402,"(174, 20, 11)",S,S4,S42,"Heathlands, scrub and tundra",Temperate heathland,Dry heath,#ae140b,S42 - Dry heath
178,6403,"(174, 20, 11)",S,S4,S43,"Heathlands, scrub and tundra",Temperate heathland,Macaronesian heath,#ae140b,S43 - Macaronesian heath
179,6500,"(195, 42, 9)",S,S5,,"Heathlands, scrub and tundra","Maquis, arborescent matorral and thermo-Mediterranean scrub",,#c32a09,"S5 - Maquis, arborescent matorral and thermo-Mediterranean scrub"
180,6501,"(195, 42, 9)",S,S5,S51,"Heathlands, scrub and tundra","Maquis, arborescent matorral and thermo-Mediterranean scrub",Mediterranean maquis and arborescent matorral ,#c32a09,S51 - Mediterranean maquis and arborescent matorral 
181,6502,"(195, 42, 9)",S,S5,S52,"Heathlands, scrub and tundra","Maquis, arborescent matorral and thermo-Mediterranean scrub",Submediterranean pseudomaquis,#c32a09,S52 - Submediterranean pseudomaquis
182,6503,"(195, 42, 9)",S,S5,S53,"Heathlands, scrub and tundra","Maquis, arborescent matorral and thermo-Mediterranean scrub",Spartium junceum scrub,#c32a09,S53 - Spartium junceum scrub
183,6504,"(195, 42, 9)",S,S5,S54,"Heathlands, scrub and tundra","Maquis, arborescent matorral and thermo-Mediterranean scrub",Thermomediterranean arid scrub,#c32a09,S54 - Thermomediterranean arid scrub
184,6600,"(216, 64, 7)",S,S6,,"Heathlands, scrub and tundra",Garrigue,,#d84007,S6 - Garrigue
185,6601,"(216, 64, 7)",S,S6,S61,"Heathlands, scrub and tundra",Garrigue,Western basiphilous garrigue,#d84007,S61 - Western basiphilous garrigue
186,6602,"(216, 64, 7)",S,S6,S62,"Heathlands, scrub and tundra",Garrigue,Western acidophilous garrigue,#d84007,S62 - Western acidophilous garrigue
187,6603,"(216, 64, 7)",S,S6,S63,"Heathlands, scrub and tundra",Garrigue,Eastern garrigue,#d84007,S63 - Eastern garrigue
188,6604,"(216, 64, 7)",S,S6,S64,"Heathlands, scrub and tundra",Garrigue,Macaronesian garrigue,#d84007,S64 - Macaronesian garrigue
189,6605,"(216, 64, 7)",S,S6,S65,"Heathlands, scrub and tundra",Garrigue,Mediterranean gypsum scrub,#d84007,S65 - Mediterranean gypsum scrub
190,6606,"(216, 64, 7)",S,S6,S66,"Heathlands, scrub and tundra",Garrigue,Mediterranean halo-nitrophilous scrub,#d84007,S66 - Mediterranean halo-nitrophilous scrub
191,6607,"(216, 64, 7)",S,S6,S67,"Heathlands, scrub and tundra",Garrigue,Aralo-Caspian semi-desert,#d84007,S67 - Aralo-Caspian semi-desert
192,6608,"(216, 64, 7)",S,S6,S68,"Heathlands, scrub and tundra",Garrigue,Semi-desert sand dune with sparse scrub,#d84007,S68 - Semi-desert sand dune with sparse scrub
193,6700,"(208, 67, 5)",S,S7,,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,,#d04305,S7 - Spiny Mediterranean heaths
194,6701,"(208, 67, 5)",S,S7,S71,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Western Mediterranean spiny heath,#d04305,S71 - Western Mediterranean spiny heath
195,6702,"(208, 67, 5)",S,S7,S72,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Eastern Mediterranean spiny heath (phrygana),#d04305,S72 - Eastern Mediterranean spiny heath (phrygana)
196,6703,"(208, 67, 5)",S,S7,S73,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Western Mediterranean mountain hedgehog-heath,#d04305,S73 - Western Mediterranean mountain hedgehog-heath
197,6704,"(208, 67, 5)",S,S7,S74,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Central Mediterranean mountain hedgehog-heath,#d04305,S74 - Central Mediterranean mountain hedgehog-heath
198,6705,"(208, 67, 5)",S,S7,S75,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Eastern Mediterranean mountain hedgehog-heath,#d04305,S75 - Eastern Mediterranean mountain hedgehog-heath
199,6706,"(208, 67, 5)",S,S7,S76,"Heathlands, scrub and tundra",Spiny Mediterranean heaths,Canarian mountain hedgehog-heath,#d04305,S76 - Canarian mountain hedgehog-heath
200,6800,"(186, 60, 3)",S,S8,,"Heathlands, scrub and tundra",Thermo-Atlantic xerophytic scrub,,#ba3c03,S8 - Thermo-Atlantic xerophytic scrub
201,6801,"(186, 60, 3)",S,S8,S81,"Heathlands, scrub and tundra",Thermo-Atlantic xerophytic scrub,Canarian xerophytic scrub,#ba3c03,S81 - Canarian xerophytic scrub
202,6802,"(186, 60, 3)",S,S8,S82,"Heathlands, scrub and tundra",Thermo-Atlantic xerophytic scrub,Madeiran xerophytic scrub,#ba3c03,S82 - Madeiran xerophytic scrub
203,6900,"(165, 54, 2)",S,S9,,"Heathlands, scrub and tundra",Riverine and fen scrub,,#a53602,S9 - Riverine and fen scrub
204,6901,"(165, 54, 2)",S,S9,S91,"Heathlands, scrub and tundra",Riverine and fen scrub,Temperate riparian scrub,#a53602,S91 - Temperate riparian scrub
205,6902,"(165, 54, 2)",S,S9,S92,"Heathlands, scrub and tundra",Riverine and fen scrub,Salix fen scrub,#a53602,S92 - Salix fen scrub
206,6903,"(165, 54, 2)",S,S9,S93,"Heathlands, scrub and tundra",Riverine and fen scrub,Mediterranean riparian scrub,#a53602,S93 - Mediterranean riparian scrub
207,6904,"(165, 54, 2)",S,S9,S94,"Heathlands, scrub and tundra",Riverine and fen scrub,Semi-desert riparian scrub,#a53602,S94 - Semi-desert riparian scrub
208,7000,"(23, 106, 13)",T,,,Forests and other wooded land,,,#176a0d,T - Forests and other wooded land
209,7100,"(23, 106, 13)",T,T1,,Forests and other wooded land,Broadleaved deciduous forests,,#176a0d,T1 - Broadleaved deciduous forests
210,7101,"(23, 106, 13)",T,T1,T11,Forests and other wooded land,Broadleaved deciduous forests,Temperate Salix and Populus riparian forest,#176a0d,T11 - Temperate Salix and Populus riparian forest
211,7102,"(23, 106, 13)",T,T1,T12,Forests and other wooded land,Broadleaved deciduous forests,Alnus glutinosa-Alnus incana forest on riparian and mineral soils,#176a0d,T12 - Alnus glutinosa-Alnus incana forest on riparian and mineral soils
212,7103,"(23, 106, 13)",T,T1,T13,Forests and other wooded land,Broadleaved deciduous forests,Temperate hardwood riparian forest,#176a0d,T13 - Temperate hardwood riparian forest
213,7104,"(23, 106, 13)",T,T1,T14,Forests and other wooded land,Broadleaved deciduous forests,Mediterranean and Macaronesian riparian forest,#176a0d,T14 - Mediterranean and Macaronesian riparian forest
214,7105,"(23, 106, 13)",T,T1,T15,Forests and other wooded land,Broadleaved deciduous forests,Broadleaved swamp forest on non-acid peat,#176a0d,T15 - Broadleaved swamp forest on non-acid peat
215,7106,"(23, 106, 13)",T,T1,T16,Forests and other wooded land,Broadleaved deciduous forests,Broadleaved mire forest on acid peat,#176a0d,T16 - Broadleaved mire forest on acid peat
216,7107,"(23, 106, 13)",T,T1,T17,Forests and other wooded land,Broadleaved deciduous forests,Fagus forest on non-acid soils,#176a0d,T17 - Fagus forest on non-acid soils
217,7108,"(23, 106, 13)",T,T1,T18,Forests and other wooded land,Broadleaved deciduous forests,Fagus forest on acid soils,#176a0d,T18 - Fagus forest on acid soils
218,7109,"(23, 106, 13)",T,T1,T19,Forests and other wooded land,Broadleaved deciduous forests,Temperate and submediterranean thermophilous deciduous forest,#176a0d,T19 - Temperate and submediterranean thermophilous deciduous forest
219,7110,"(23, 106, 13)",T,T1,T1A,Forests and other wooded land,Broadleaved deciduous forests,Mediterranean thermophilous deciduous forest,#176a0d,T1A - Mediterranean thermophilous deciduous forest
220,7111,"(23, 106, 13)",T,T1,T1B,Forests and other wooded land,Broadleaved deciduous forests,Acidophilous Quercus forest,#176a0d,T1B - Acidophilous Quercus forest
221,7112,"(23, 106, 13)",T,T1,T1C,Forests and other wooded land,Broadleaved deciduous forests,Temperate and boreal mountain Betula and Populus tremula forest on mineral soils,#176a0d,T1C - Temperate and boreal mountain Betula and Populus tremula forest on mineral soils
222,7113,"(23, 106, 13)",T,T1,T1D,Forests and other wooded land,Broadleaved deciduous forests,Southern European mountain Betula and Populus tremula forest on mineral soils,#176a0d,T1D - Southern European mountain Betula and Populus tremula forest on mineral soils
223,7114,"(23, 106, 13)",T,T1,T1E,Forests and other wooded land,Broadleaved deciduous forests,Carpinus and Quercus mesic deciduous forest,#176a0d,T1E - Carpinus and Quercus mesic deciduous forest
224,7115,"(23, 106, 13)",T,T1,T1F,Forests and other wooded land,Broadleaved deciduous forests,Ravine forest,#176a0d,T1F - Ravine forest
225,7116,"(23, 106, 13)",T,T1,T1G,Forests and other wooded land,Broadleaved deciduous forests,Alnus cordata forest,#176a0d,T1G - Alnus cordata forest
226,7117,"(23, 106, 13)",T,T1,T1H,Forests and other wooded land,Broadleaved deciduous forests,Broadleaved deciduous plantation of non site-native trees,#176a0d,T1H - Broadleaved deciduous plantation of non site-native trees
227,7119,"(23, 106, 13)",T,T1,T1K,Forests and other wooded land,Broadleaved deciduous forests,Broadleaved deciduous plantation of site-native trees,#176a0d,T1K - Broadleaved deciduous plantation of site-native trees
228,7200,"(49, 77, 11)",T,T2,,Forests and other wooded land,Broadleaved evergreen forests,,#314d0b,T2 - Broadleaved evergreen forests
229,7201,"(49, 77, 11)",T,T2,T21,Forests and other wooded land,Broadleaved evergreen forests,Mediterranean evergreen Quercus forest,#314d0b,T21 - Mediterranean evergreen Quercus forest
230,7202,"(49, 77, 11)",T,T2,T22,Forests and other wooded land,Broadleaved evergreen forests,Mainland laurophyllous forest,#314d0b,T22 - Mainland laurophyllous forest
231,7203,"(49, 77, 11)",T,T2,T23,Forests and other wooded land,Broadleaved evergreen forests,Macaronesian laurophyllous forest,#314d0b,T23 - Macaronesian laurophyllous forest
232,7204,"(49, 77, 11)",T,T2,T24,Forests and other wooded land,Broadleaved evergreen forests,Olea europaea-Ceratonia siliqua forest,#314d0b,T24 - Olea europaea-Ceratonia siliqua forest
233,7205,"(49, 77, 11)",T,T2,T25,Forests and other wooded land,Broadleaved evergreen forests,Phoenix theophrasti vegetation,#314d0b,T25 - Phoenix theophrasti vegetation
234,7206,"(49, 77, 11)",T,T2,T26,Forests and other wooded land,Broadleaved evergreen forests,Phoenix canariensis vegetation,#314d0b,T26 - Phoenix canariensis vegetation
235,7207,"(49, 77, 11)",T,T2,T27,Forests and other wooded land,Broadleaved evergreen forests,Ilex aquifolium forest,#314d0b,T27 - Ilex aquifolium forest
236,7208,"(49, 77, 11)",T,T2,T28,Forests and other wooded land,Broadleaved evergreen forests,Macaronesian heathy forest,#314d0b,T28 - Macaronesian heathy forest
237,7209,"(49, 77, 11)",T,T2,T29,Forests and other wooded land,Broadleaved evergreen forests,Broadleaved evergreen plantation of non site-native trees,#314d0b,T29 - Broadleaved evergreen plantation of non site-native trees
238,7210,"(49, 77, 11)",T,T2,T2A,Forests and other wooded land,Broadleaved evergreen forests,Broadleaved evergreen plantation of site-native trees,#314d0b,T2A - Broadleaved evergreen plantation of site-native trees
239,7300,"(22, 61, 18)",T,T3,,Forests and other wooded land,Coniferous forests,,#163d12,T3 - Coniferous forests
240,7301,"(22, 61, 18)",T,T3,T31,Forests and other wooded land,Coniferous forests,Temperate mountain Picea forest,#163d12,T31 - Temperate mountain Picea forest
241,7302,"(22, 61, 18)",T,T3,T32,Forests and other wooded land,Coniferous forests,Temperate mountain Abies forest,#163d12,T32 - Temperate mountain Abies forest
242,7303,"(22, 61, 18)",T,T3,T33,Forests and other wooded land,Coniferous forests,Mediterranean mountain Abies forest,#163d12,T33 - Mediterranean mountain Abies forest
243,7304,"(22, 61, 18)",T,T3,T34,Forests and other wooded land,Coniferous forests,"Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",#163d12,"T34 - Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest"
244,7305,"(22, 61, 18)",T,T3,T35,Forests and other wooded land,Coniferous forests,Temperate continental Pinus sylvestris forest,#163d12,T35 - Temperate continental Pinus sylvestris forest
245,7306,"(22, 61, 18)",T,T3,T36,Forests and other wooded land,Coniferous forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest,#163d12,T36 - Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
246,7307,"(22, 61, 18)",T,T3,T37,Forests and other wooded land,Coniferous forests,Mediterranean montane Pinus sylvestris-Pinus nigra forest,#163d12,T37 - Mediterranean montane Pinus sylvestris-Pinus nigra forest
247,7308,"(22, 61, 18)",T,T3,T38,Forests and other wooded land,Coniferous forests,Mediterranean montane Cedrus forest,#163d12,T38 - Mediterranean montane Cedrus forest
248,7309,"(22, 61, 18)",T,T3,T39,Forests and other wooded land,Coniferous forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest,#163d12,T39 - Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
249,7310,"(22, 61, 18)",T,T3,T3A,Forests and other wooded land,Coniferous forests,Mediterranean lowland to submontane Pinus forest,#163d12,T3A - Mediterranean lowland to submontane Pinus forest
250,7311,"(22, 61, 18)",T,T3,T3B,Forests and other wooded land,Coniferous forests,Pinus canariensis forest,#163d12,T3B - Pinus canariensis forest
251,7312,"(22, 61, 18)",T,T3,T3C,Forests and other wooded land,Coniferous forests,Taxus baccata forest,#163d12,T3C - Taxus baccata forest
252,7313,"(22, 61, 18)",T,T3,T3D,Forests and other wooded land,Coniferous forests,Mediterranean Cupressaceae forest,#163d12,T3D - Mediterranean Cupressaceae forest
253,7314,"(22, 61, 18)",T,T3,T3E,Forests and other wooded land,Coniferous forests,Macaronesian Juniperus forest,#163d12,T3E - Macaronesian Juniperus forest
254,7315,"(22, 61, 18)",T,T3,T3F,Forests and other wooded land,Coniferous forests,Dark taiga,#163d12,T3F - Dark taiga
255,7316,"(22, 61, 18)",T,T3,T3G,Forests and other wooded land,Coniferous forests,Pinus sylvestris light taiga,#163d12,T3G - Pinus sylvestris light taiga
256,7317,"(22, 61, 18)",T,T3,T3H,Forests and other wooded land,Coniferous forests,Larix light taiga,#163d12,T3H - Larix light taiga
257,7319,"(22, 61, 18)",T,T3,T3J,Forests and other wooded land,Coniferous forests,Pinus and Larix mire forest,#163d12,T3J - Pinus and Larix mire forest
258,7320,"(22, 61, 18)",T,T3,T3K,Forests and other wooded land,Coniferous forests,Picea mire forest,#163d12,T3K - Picea mire forest
259,7321,"(22, 61, 18)",T,T3,T3M,Forests and other wooded land,Coniferous forests,Coniferous plantation of non site-native trees,#163d12,T3M - Coniferous plantation of non site-native trees
260,7322,"(22, 61, 18)",T,T3,T3N,Forests and other wooded land,Coniferous forests,Coniferous plantation of site-native trees,#163d12,T3N - Coniferous plantation of site-native trees
261,7400,"23,60,10",T,T4,,Forests and other wooded land,"Lines of trees, small anthropogenic forests, recently felled forest, early-stage forest and coppice",,#173c0a,"T4 - Lines of trees, small anthropogenic forests, recently felled forest, early-stage forest and coppice"
262,7401,"23,60,10",T,T4,T41,Forests and other wooded land,"Lines of trees, small anthropogenic forests, recently felled forest, early-stage forest and coppice",Early-stage natural and semi-natural forest and regrowth,#173c0a,T41 - Early-stage natural and semi-natural forest and regrowth
263,7403,"23,60,10",T,T4,T43,Forests and other wooded land,"Lines of trees, small anthropogenic forests, recently felled forest, early-stage forest and coppice",Recently felled area,#173c0a,T43 - Recently felled area
264,8000,"(115, 50, 0)",U,,,Inland habitats with no or little soil and mostly with sparse vegetation,,,#733200,U - Inland habitats with no or little soil and mostly with sparse vegetation
265,8100,"(115, 50, 0)",U,U1,,Inland habitats with no or little soil and mostly with sparse vegetation,"Terrestrial underground caves, cave systems, passages and waterbodies",,#733200,"U1 - Terrestrial underground caves, cave systems, passages and waterbodies"
266,8101,"(115, 50, 0)",U,U1,U11,Inland habitats with no or little soil and mostly with sparse vegetation,"Terrestrial underground caves, cave systems, passages and waterbodies",Cave,#733200,U11 - Cave
267,8102,"(115, 50, 0)",U,U1,U12,Inland habitats with no or little soil and mostly with sparse vegetation,"Terrestrial underground caves, cave systems, passages and waterbodies",Disused underground mine and tunnel,#733200,U12 - Disused underground mine and tunnel
268,8200,"(115, 59, 3)",U,U2,,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,,#733b03,U2 - Screes
269,8201,"(115, 59, 3)",U,U2,U21,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Boreal and arctic siliceous scree and block field,#733b03,U21 - Boreal and arctic siliceous scree and block field
270,8202,"(115, 59, 3)",U,U2,U22,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Temperate high-mountain siliceous scree,#733b03,U22 - Temperate high-mountain siliceous scree
271,8203,"(115, 59, 3)",U,U2,U23,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,"Temperate, lowland to montane siliceous scree",#733b03,"U23 - Temperate, lowland to montane siliceous scree"
272,8204,"(115, 59, 3)",U,U2,U24,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Mediterranean siliceous scree,#733b03,U24 - Mediterranean siliceous scree
273,8205,"(115, 59, 3)",U,U2,U25,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Boreal and arctic base-rich scree and block field,#733b03,U25 - Boreal and arctic base-rich scree and block field
274,8206,"(115, 59, 3)",U,U2,U26,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Temperate high-mountain base-rich scree and moraine,#733b03,U26 - Temperate high-mountain base-rich scree and moraine
275,8207,"(115, 59, 3)",U,U2,U27,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,"Temperate, lowland to montane base-rich scree",#733b03,"U27 - Temperate, lowland to montane base-rich scree"
276,8208,"(115, 59, 3)",U,U2,U28,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Western Mediterranean base-rich scree,#733b03,U28 - Western Mediterranean base-rich scree
277,8209,"(115, 59, 3)",U,U2,U29,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Eastern Mediterranean base-rich scree,#733b03,U29 - Eastern Mediterranean base-rich scree
278,8210,"(115, 59, 3)",U,U2,U2A,Inland habitats with no or little soil and mostly with sparse vegetation,Screes,Crimean base-rich scree,#733b03,U2A - Crimean base-rich scree
279,8300,"(156, 82, 2)",U,U3,,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",,#9c5202,"U3 - Inland cliffs, rock pavements and outcrops "
280,8301,"(156, 82, 2)",U,U3,U31,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Boreal and arctic siliceous inland cliff,#9c5202,U31 - Boreal and arctic siliceous inland cliff
281,8302,"(156, 82, 2)",U,U3,U32,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Temperate high-mountain siliceous inland cliff,#9c5202,U32 - Temperate high-mountain siliceous inland cliff
282,8303,"(156, 82, 2)",U,U3,U33,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ","Temperate, lowland to montane siliceous inland cliff",#9c5202,"U33 - Temperate, lowland to montane siliceous inland cliff"
283,8304,"(156, 82, 2)",U,U3,U34,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Mediterranean siliceous inland cliff,#9c5202,U34 - Mediterranean siliceous inland cliff
284,8305,"(156, 82, 2)",U,U3,U35,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Boreal and arctic base-rich inland cliff,#9c5202,U35 - Boreal and arctic base-rich inland cliff
285,8306,"(156, 82, 2)",U,U3,U36,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Temperate high-mountain base-rich inland cliff,#9c5202,U36 - Temperate high-mountain base-rich inland cliff
286,8307,"(156, 82, 2)",U,U3,U37,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ","Temperate, lowland to montane base-rich inland cliff",#9c5202,"U37 - Temperate, lowland to montane base-rich inland cliff"
287,8308,"(156, 82, 2)",U,U3,U38,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Mediterranean base-rich inland cliff,#9c5202,U38 - Mediterranean base-rich inland cliff
288,8310,"(156, 82, 2)",U,U3,U3A,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Temperate ultramafic inland cliff,#9c5202,U3A - Temperate ultramafic inland cliff
289,8311,"(156, 82, 2)",U,U3,U3B,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Mediterranean ultramafic inland cliff,#9c5202,U3B - Mediterranean ultramafic inland cliff
290,8312,"(156, 82, 2)",U,U3,U3C,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Macaronesian inland cliff,#9c5202,U3C - Macaronesian inland cliff
291,8313,"(156, 82, 2)",U,U3,U3D,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Wet inland cliff,#9c5202,U3D - Wet inland cliff
292,8314,"(156, 82, 2)",U,U3,U3E,Inland habitats with no or little soil and mostly with sparse vegetation,"Inland cliffs, rock pavements and outcrops ",Limestone pavement,#9c5202,U3E - Limestone pavement
293,8400,"(255, 255, 254)",U,U4,,Inland habitats with no or little soil and mostly with sparse vegetation,Snow or ice-dominated habitats,,#fffffe,U4 - Snow or ice-dominated habitats
294,8402,"(255, 255, 254)",U,U4,U42,Inland habitats with no or little soil and mostly with sparse vegetation,Snow or ice-dominated habitats,Ice cap and glacier,#fffffe,U42 - Ice cap and glacier
295,8403,"(255, 255, 254)",U,U4,U43,Inland habitats with no or little soil and mostly with sparse vegetation,Snow or ice-dominated habitats,Rock glacier and unvegetated ice-dominated moraine,#fffffe,U43 - Rock glacier and unvegetated ice-dominated moraine
296,8500,"(238, 127, 0)",U,U5,,Inland habitats with no or little soil and mostly with sparse vegetation,Miscellaneous inland habitats usually with very sparse or no vegetation ,,#ee7f00,U5 - Miscellaneous inland habitats usually with very sparse or no vegetation 
